#{"t_start": 1764136921.485908, "env_id": "CityDrone-v0"}
r,l,t
-51.5,3,68.505774
-50.8,2,68.508171
-64.8,52,68.561135
-53.744004,13,68.574686
-57.423106,10,68.585311
-60.000291,70,68.65754
-50.1,1,68.659149
-66.720702,67,68.73215
-53.754748,40,68.774607
-55.700307,10,68.785591
-56.35802,25,68.811054
-57.789124,48,68.859912
-50.8,2,68.862302
-59.0,17,68.879789
-51.72005,9,68.889327
-50.8,2,68.891722
-53.64949,7,68.899109
-56.677226,16,68.91563
-52.592061,6,68.922021
-64.036919,72,68.997292
-53.2,7,69.004717
-53.144632,10,69.015136
-50.1,1,69.016527
-50.8,2,69.018928
-49.76337,3,69.022322
-52.5,6,69.028649
-50.1,1,69.030042
-50.1,1,69.031441
-49.334658,7,69.038995
-66.78997,68,69.752937
-51.371227,5,69.758307
-50.8,2,69.760685
-52.9,5,69.766556
-53.896482,22,69.792009
-50.1,1,69.793441
-51.1,4,69.798028
-50.1,1,69.799435
-61.984235,41,69.843191
-51.449876,6,69.849774
-49.4,3,69.853144
-50.1,1,69.854525
-55.333562,24,69.879044
-49.886833,3,69.882425
-50.1,1,69.883813
-74.536068,9,69.89323
-59.079451,10,69.903664
-51.010197,4,69.90805
-50.1,1,69.909435
-61.472136,37,69.946762
-57.31868,53,70.00218
-51.298144,5,70.007732
-62.778569,38,70.046891
-80.691744,118,70.169615
-52.659335,7,70.1771
-50.4,3,70.180606
-51.349235,37,70.219247
-54.069638,14,70.233827
-51.5,3,70.237215
-59.269281,23,70.26085
-64.185694,30,70.291842
-51.5,3,70.295328
-50.576894,5,70.300919
-48.07321,5,70.306772
-50.8,2,70.309157
-58.062258,28,70.338553
-51.1,7,70.346068
-79.895459,94,71.435478
-54.686833,24,71.461446
-52.2,4,71.465856
-51.342641,4,71.47029
-52.136934,8,71.478939
-49.493346,3,71.482345
-51.390423,7,71.48983
101.1,6,71.496224
-52.252559,4,71.500609
-50.094449,5,71.505986
-51.309568,5,71.511527
-164.853057,84,71.599615
-53.413855,11,71.611033
-60.550124,81,71.701196
-54.6,9,71.710611
-50.8,2,71.713117
-91.986211,128,72.319494
-50.669773,7,72.326917
-56.3611,41,72.372482
-50.386211,4,72.376954
-51.617852,9,72.386291
-51.149876,7,72.393833
-53.089373,17,72.411146
-56.282576,9,72.420471
-138.387505,156,72.581599
-64.544615,84,72.669379
-49.486334,3,72.672785
-87.727359,85,72.762717
-51.902236,35,72.798882
-72.095414,92,72.89537
-46.968623,9,72.905118
-54.6,6,72.911533
-68.037136,35,72.949967
