#{"t_start": 1764171430.816073, "env_id": "CityDrone-v0"}
r,l,t
-52.572437,22,15.019029
-121.662258,25,15.121149
-78.7,31,15.251202
-83.310705,26,15.37746
-45.995835,6,15.39422
-44.637824,12,15.431534
-48.21989,8,15.447799
-54.012382,22,15.501528
-51.027864,23,15.552812
-48.066989,5,15.564182
-49.796336,11,15.597284
-49.330108,9,15.614819
-45.551184,16,15.659279
-248.67379,107,15.915365
-49.971769,10,15.941964
-40.998246,16,15.990296
-48.368694,19,16.107208
-52.394591,13,16.149674
-46.700284,4,16.157252
-48.891108,8,16.17945
-47.517237,5,16.190168
-58.517852,49,16.305568
-47.366989,4,16.316239
-42.829198,8,16.333112
-51.564159,6,16.346395
-49.997675,28,16.417643
-44.938023,7,16.435074
-46.960433,4,16.446699
-50.885786,9,16.469301
-46.941161,12,16.496604
-48.878146,2,16.502541
-41.244615,8,16.523785
-58.465563,22,16.576794
-41.753658,7,16.58937
-46.700284,4,16.600336
-52.448845,15,16.637544
-64.642638,19,16.681245
-47.548121,4,16.69289
-54.194449,8,16.7103
-54.777113,36,16.814332
-48.620702,8,16.838631
-70.185165,28,16.910565
-45.049964,8,16.929953
-47.349215,4,16.942015
