#{"t_start": 1764136535.040021, "env_id": "CityDrone-v0"}
r,l,t
-50.8,2,26.877308
-53.258322,4,26.880631
-47.775045,7,26.883822
-50.1,1,26.884627
-67.39902,34,26.899293
-95.291748,44,26.919805
-59.4,10,26.924592
-127.358852,37,26.940624
-169.239354,215,27.040304
-55.6,6,27.044732
-50.8,2,27.045931
-50.1,1,27.046641
-50.1,1,27.047343
-50.1,1,27.049207
-54.820362,9,27.053424
-51.5,3,27.054985
-53.561781,9,27.059329
-54.2,4,27.062503
-53.945361,5,27.065151
-53.236711,4,27.067354
-50.1,1,27.068137
-50.1,1,27.070456
-73.465183,49,27.092478
-50.1,1,27.093217
-54.848845,17,27.101082
-55.221505,10,27.107017
-53.252852,4,27.108947
-50.8,2,27.110046
-417.232954,235,27.218308
-54.6,9,27.22377
-50.8,2,27.224944
-54.24264,7,27.228048
-51.633222,9,27.23236
-63.6,16,27.240365
-56.358722,10,27.245575
-49.583346,3,27.247133
-50.862258,2,27.248217
-232.008634,172,27.324155
-53.952852,5,27.32652
-50.1,1,27.327204
-51.512962,6,27.329853
-55.6,9,27.335405
-50.1,1,27.33617
-107.982576,28,28.335885
-50.8,2,28.337256
-66.178146,7,28.341844
-51.4,6,28.344614
-51.8,2,28.34571
-50.1,1,28.346406
-50.1,1,28.348124
-50.1,1,28.349092
-50.1,1,28.349903
-51.5,3,28.351586
-55.399505,7,28.355732
-52.5,3,28.357228
-77.474492,28,28.369986
-55.85855,11,28.374823
-60.0,17,28.383115
-55.3,7,28.386232
-51.1,1,28.387128
-84.782168,16,28.394218
-50.1,1,28.396055
-55.641349,11,28.401037
-210.080383,124,28.454786
-219.574518,240,28.557207
-56.746932,9,28.563219
-53.5,6,28.566036
-60.119535,8,28.569697
-52.5,6,28.572761
-50.8,2,28.575142
-57.042796,11,28.57997
-52.992061,5,28.582555
-57.385165,11,28.587793
-52.5,3,28.590506
100.0,9,28.594546
-58.6,12,28.599799
-54.957171,8,28.603446
-53.285128,4,28.606543
-53.5,6,28.609193
-54.224555,8,28.612711
-51.5,3,28.614206
-51.861781,5,28.617772
-51.866317,13,28.623458
-53.946324,8,28.627474
-50.1,1,28.628278
-50.8,2,28.630481
-51.8,2,28.631641
-50.8,2,28.632718
-104.156748,60,28.658315
-48.797294,2,28.660667
-52.2,4,28.662564
-57.2,13,28.668153
-56.121713,12,28.673917
-50.307924,4,28.676905
-56.858235,12,28.681981
-53.158053,9,28.686374
-51.1,4,28.688352
-58.6,12,28.694509
-51.5,6,28.697236
-51.46337,7,28.700573
-52.255048,4,28.702561
-86.585369,26,28.714778
-50.277827,3,28.716392
-50.8,2,28.717576
-51.1,1,28.718444
-59.214437,11,28.724277
-64.060413,29,28.738301
-55.506873,9,28.742633
-57.462278,13,28.748116
-60.406104,25,28.759948
-50.1,1,28.760827
-51.538984,3,28.762352
-60.282576,12,28.767586
-61.627797,23,28.778868
-51.8,2,28.780181
-50.947581,5,28.782517
-50.1,1,28.783281
-54.232056,8,28.788088
-50.1,1,28.788814
-50.8,2,28.789983
-63.858053,20,28.798605
-57.0,11,30.035605
-61.28975,36,30.051553
-52.90551,8,30.055373
-64.299732,30,30.067857
-52.9,5,30.071794
-217.144298,224,30.170125
-154.411407,107,30.213789
-50.1,1,30.214456
-51.8,2,30.217743
-50.1,1,30.218539
-141.122907,93,30.25762
-55.337742,21,30.266054
-153.348641,46,30.286784
-58.7,12,30.29199
-50.1,1,30.292673
-50.849876,2,30.293816
-48.778528,2,30.296066
-49.836934,3,30.297576
-52.239223,4,30.299442
-70.44845,23,30.309828
-52.8,2,30.312356
-51.5,3,30.313875
-50.1,1,30.314551
-51.546932,3,30.316031
-58.352624,16,30.324338
-50.732711,4,30.326274
-54.978528,8,30.329935
-57.752559,9,30.334091
-51.5,3,30.337099
-63.571068,16,30.344094
-53.260011,8,30.34778
-50.35097,5,30.350085
-50.1,1,30.351932
-54.036106,5,30.354315
-50.8,2,30.355572
-251.12212,246,30.461011
-210.618837,230,31.405934
-50.1,1,31.406802
-55.207641,11,31.411299
-53.813296,9,31.415312
-80.4,12,31.42198
-51.1,4,31.423926
-58.3,7,31.42693
-52.1,4,31.428976
-50.8,2,31.431387
-56.382763,10,31.435656
-49.724459,3,31.437246
-72.394449,13,31.443372
-50.1,1,31.445158
-51.5,3,31.446611
-52.2,4,31.448488
-212.372382,231,31.547965
-56.049629,8,31.554002
-51.5,3,31.555666
-58.1,11,31.560647
-51.40881,3,31.56222
-50.8,2,31.564652
-223.534058,243,31.669693
-50.1,1,31.670408
-52.5,3,31.67188
-54.5,6,31.676658
-50.1,1,31.677352
-221.641672,227,32.427702
-52.2,4,32.431286
-239.193876,239,32.559891
-61.19902,13,32.566313
-58.971683,15,32.572714
-56.873618,9,32.576643
