#{"t_start": 1764239166.561068, "env_id": "CityDrone-v0"}
r,l,t
-65.461103,35,15.000666
-54.443365,18,15.008529
-52.077481,15,15.015042
-71.406455,76,15.049536
-43.95235,21,15.060501
-44.825485,9,15.06569
-37.470379,31,15.08021
-59.007864,53,15.104061
-51.673908,9,15.110622
-74.399352,119,15.603259
-55.280367,37,15.619045
-84.338897,71,15.650466
-53.680985,19,15.660533
493.422136,41,15.67785
-44.741326,24,15.68877
-55.281259,13,15.695278
-88.265353,343,15.859687
-48.375571,25,15.871742
-72.506093,43,15.891677
-80.166831,128,15.953734
-142.405863,418,16.207103
-48.206134,3,16.209094
-51.635281,3,16.210704
-55.290099,13,16.218362
-55.9,18,16.229042
-48.466831,4,16.231273
-47.623908,8,16.235129
-81.34415,209,16.326275
-72.666831,128,16.503744
-54.82595,31,16.540164
-51.24983,32,16.56396
-65.491009,39,16.589752
-55.212019,84,16.634225
-76.487359,143,16.704156
-80.216408,206,16.872983
-48.789841,8,16.878473
-68.0,90,16.935346
-53.735281,5,16.937787
-50.384043,10,16.942528
-59.264627,140,17.008662
-48.446029,4,17.012503
-69.523211,106,17.061745
-57.298928,35,17.080091
-48.823942,3,17.081647
-55.7,34,17.10023
-52.55,11,17.105534
-46.309278,18,17.113343
-48.2,4,17.115532
-58.911103,44,17.139391
-52.599464,8,17.144074
-55.618757,42,17.173474
-61.149937,110,17.235212
-40.38731,37,17.254557
-49.183852,8,17.258434
-63.856248,101,17.305946
-215.388544,170,17.827151
-52.727709,6,17.831805
-69.081631,86,17.869819
-51.909533,11,17.874884
-44.786292,32,17.891195
-60.186259,117,17.944605
-123.297581,293,18.099255
-134.66068,196,18.199311
-48.654415,5,18.201785
-51.955728,58,18.231958
-36.82036,13,18.238188
-69.228427,138,18.674631
501.311103,48,18.695532
-50.309556,8,18.70033
-132.500404,353,18.881786
-93.861904,94,18.923589
-37.61548,76,18.956934
-50.098247,7,18.962232
-45.14455,17,18.970529
-51.927319,49,18.99364
-56.068088,43,19.012546
-56.520867,16,19.022382
-45.525571,38,19.040273
-48.864113,4,19.042716
-48.016692,3,19.044846
-73.154954,106,19.104975
-59.135704,24,19.118259
-57.05,21,19.203602
-109.992455,297,19.355895
-125.833502,430,19.573559
-135.97631,258,19.695269
-66.052284,95,19.833279
-66.822205,28,19.846884
-53.4095,62,19.877662
509.624555,24,19.888613
-50.866692,10,19.893657
-58.142547,17,19.901393
-66.420287,18,19.912422
-51.262017,68,19.94478
-63.054651,67,19.976252
-44.710187,7,19.979763
-126.248016,280,20.121153
-56.337302,99,20.167515
-66.21022,53,20.191742
-49.763453,3,20.193468
-60.3,16,20.20315
-53.551753,23,20.213727
-87.42227,167,20.384505
-65.665919,110,20.445219
-70.710248,80,20.481996
-43.977795,68,20.517127
-48.206164,2,20.518277
-58.324284,21,20.527878
-48.819439,4,20.531976
-121.865849,299,20.682436
-580.961904,336,20.847086
-42.114266,11,20.85257
-70.188111,81,20.961947
-70.485109,39,20.981065
-48.209029,4,20.983299
-56.46077,17,20.993736
-56.199464,30,21.012967
-49.059029,41,21.036703
-254.302092,158,21.107558
-75.985271,138,21.171498
-41.010307,62,21.203456
-60.560501,112,21.349235
-46.364521,3,21.351137
-47.764342,3,21.35292
-67.204451,35,21.371835
-50.895752,9,21.38109
515.044272,8,21.385075
-98.868148,68,21.416704
-58.927453,23,21.431942
-50.901159,5,21.43508
-47.95,9,21.439186
-51.079979,8,21.446258
-47.786292,2,21.449317
-125.347814,248,22.064302
491.628427,24,22.075012
-53.796901,34,22.089961
-63.695496,49,22.113648
502.95,1,22.114671
-55.76058,52,22.138927
-53.353789,12,22.144624
-75.818928,152,22.22181
-45.675445,10,22.231609
-83.547282,99,22.299707
-49.669439,11,22.306311
-52.557282,41,22.326357
-47.346938,43,22.345515
-58.595909,36,22.364459
-46.004845,54,22.38768
-49.492455,7,22.392912
-51.282444,63,22.421244
-57.406164,16,22.42812
-62.496211,55,22.4516
-51.550249,13,22.458938
-55.583217,16,22.466863
-62.540722,19,22.475983
-56.305654,21,22.486964
-47.132514,2,22.49074
-59.199937,21,22.505011
-50.690722,2,22.506223
-59.904853,37,22.531374
-107.815155,38,22.554488
