#{"t_start": 1764241408.700037, "env_id": "CityDrone-v0"}
r,l,t
-44.225393,13,73.67775
-501.995098,330,74.072299
-7.398752,89,74.194289
-74.24102,44,74.244464
-22.942647,9,74.254685
43.031242,40,74.297578
-78.930094,382,74.70358
-56.2,14,74.7185
-23.366731,9,74.728128
-83.870485,26,74.75517
547.911289,28,74.784015
-37.484472,32,74.817383
7.35,13,74.831285
-483.007971,166,76.247873
-4.763205,98,76.39021
-213.207466,203,76.657168
-9.023704,16,76.67532
-38.839121,13,76.690719
-51.1,2,76.693256
-21.039372,7,76.701007
-12.491229,30,76.733145
-25.128136,14,76.748544
-29.914366,16,76.766305
560.5,10,76.777478
-32.325054,46,76.827526
529.355339,100,76.932704
27.46812,66,77.009455
-27.675054,13,77.026375
-3.53034,17,77.045558
-5.326224,10,77.056442
-41.538496,9,77.066264
-64.7,14,77.081551
-155.224176,63,77.150267
11.119127,36,77.188239
-11.109779,17,77.206248
506.95,1,77.20771
-35.693297,25,77.235848
-20.248891,6,77.242599
2.509564,15,77.258766
111.581056,213,77.512212
-7.602278,34,77.550648
-57.75595,6,77.55795
-47.641553,20,77.58715
-131.27136,111,77.745123
-22.75461,11,77.75925
-26.572561,5,77.765028
-11.88437,17,77.783413
-37.988711,6,77.790199
-9.91388,23,77.814524
-9.308805,26,77.842199
-34.897576,30,77.873515
-54.732923,8,77.882347
-122.927668,119,78.011391
-41.661388,37,78.051326
-108.328932,28,78.080698
-5.663666,29,78.117063
-49.695241,107,78.24301
-133.81068,139,78.39084
-59.676812,25,78.418007
-6.71039,17,78.436128
511.05,119,79.749952
-12.3,46,79.832626
-17.1501,13,79.849443
-42.704078,15,79.867249
-14.873083,47,79.925083
-9.330847,50,79.983633
-52.221065,9,79.994259
-103.897475,58,80.083821
-20.538181,8,80.092844
512.85,3,80.096555
-32.207417,5,80.102359
-59.75,15,80.119437
-158.375824,49,80.173367
-50.05,1,80.174812
525.7,6,80.18183
-4.341483,54,80.237633
-16.07864,76,80.320719
-15.872735,17,80.339476
-74.629357,76,80.420113
-56.973346,80,80.504655
-50.05,1,80.506101
