#{"t_start": 1764171325.918525, "env_id": "CityDrone-v0"}
r,l,t
-53.1,10,4.26926
-51.930094,16,4.288495
-58.15373,11,4.301921
-59.80159,24,4.330754
-57.70085,21,4.356375
-50.364337,5,4.362289
-54.699505,6,4.369651
-57.469048,10,4.383372
-50.160609,4,4.388853
-53.497054,5,4.39506
-49.669638,3,4.399069
-51.188726,5,4.405511
-51.1,4,4.410479
-49.568628,10,4.42346
-51.8,5,4.429815
-52.562258,6,4.437323
-51.1,1,4.438979
-51.900307,6,4.446359
-50.133899,4,4.450963
-50.1,1,4.452994
-50.292022,4,4.457868
-51.060818,5,4.464355
-53.324038,4,4.469741
-52.813673,9,4.480308
-48.822748,2,4.48296
-52.614214,4,4.488266
-51.146602,5,4.494313
-66.540823,33,5.477609
-51.078067,5,5.484728
-51.866611,5,5.491815
-69.68011,34,7.312852
-60.328311,27,7.354809
-90.869392,80,7.474283
-48.940954,2,7.478144
-78.162258,67,7.573055
-53.265373,4,7.580037
-63.173065,28,7.614066
-50.1,1,7.615574
-50.4,6,7.622964
-54.8,11,7.637575
-63.950124,26,7.669124
-60.436934,17,7.695057
-53.918254,15,7.712625
-50.40551,6,7.719917
-53.779164,14,7.742051
-50.42005,4,7.74736
-74.824086,47,7.810703
-62.124038,23,7.845033
-62.460011,26,7.877922
-113.25855,123,8.086475
-68.565373,28,8.123007
-145.833851,180,8.333325
-49.237742,9,8.345248
-52.881738,6,8.353703
-65.243621,26,8.384197
-76.536957,91,8.489073
-67.019544,39,8.534282
-88.756955,76,9.327408
-107.871428,113,9.461123
-48.778528,2,9.463656
-52.55475,6,9.470887
-59.921063,22,9.497239
-52.060818,5,9.503288
-58.594392,11,9.515443
-99.047531,103,9.63779
-55.3,7,9.646686
-59.078146,20,9.670056
-52.066019,6,9.679329
-67.780456,32,9.716043
-63.65855,21,9.739865
-59.990958,25,9.767283
-50.1,4,9.772083
-82.970505,68,9.845152
-58.378586,18,9.864615
-56.835484,16,9.882082
-60.384864,19,9.903041
-99.554144,92,10.004396
-62.965,20,10.02589
-58.013855,10,10.037738
-51.0,7,10.046767
-61.492022,22,10.070218
-51.235841,3,10.073976
-51.662278,3,10.077528
-82.680465,55,10.136869
-58.824972,12,10.150494
-52.5,6,10.157102
-61.010994,34,10.194911
-49.597425,7,10.202709
-51.348121,8,10.211574
-50.95855,4,10.216111
-56.683556,16,10.234686
-55.083556,9,10.244708
-51.810024,8,10.253353
-53.911074,7,10.260923
-88.369308,94,10.369674
-73.9,42,11.173116
-54.823743,12,11.188309
-55.723106,9,11.201433
-54.327828,8,11.212086
-65.11339,29,11.249179
-71.032051,37,12.865952
-87.996336,61,12.934172
-72.043465,43,12.987968
-95.448469,107,13.108113
-61.190416,24,13.13509
-65.324086,28,13.168971
-51.236934,5,13.175579
-59.797411,12,13.19035
-54.142165,11,13.203763
-57.893277,22,13.228142
-61.182576,24,13.254332
-53.67379,9,13.264466
-58.591796,16,13.281771
-94.268359,82,13.369784
-49.953228,3,13.373833
-57.082763,8,13.382816
-81.702325,57,13.450145
-61.916625,27,13.479955
-51.617852,6,13.487107
-55.113815,9,13.497115
-54.9,8,13.506001
-51.697411,6,13.512685
-56.164414,8,13.521436
-122.862278,119,13.647139
-51.5149,4,13.651687
-64.107749,35,13.68868
-64.859965,29,13.719668
-53.099732,6,13.726261
-52.70881,11,13.739013
-203.898246,221,15.667065
-49.7888,3,15.671294
-58.45475,19,15.696541
-52.248912,4,15.705438
-57.746127,9,15.715797
-226.157544,233,16.023239
-63.917852,30,16.056392
-94.443607,69,16.137627
-55.917759,13,16.153876
-62.043621,32,16.190507
-66.060818,36,16.23236
-89.241657,71,16.31449
-75.102325,61,16.398133
-49.713521,3,16.403772
-49.51529,3,16.409331
-57.933981,18,16.45722
-49.887655,7,16.468608
-52.641926,6,16.478001
-71.156062,38,16.524363
-55.0,8,16.536465
-74.194449,39,16.593351
-49.475579,3,16.59772
-72.728392,32,16.656238
-71.90159,51,16.749697
-55.128932,10,16.760514
-52.907641,6,16.767091
-54.124086,13,16.781197
-59.391203,19,16.801425
-144.115718,158,18.064654
